Date,Transaction Description,Category,Amount (Rupiah),Type
2024-09-05,Talk thing rock ever summer.,Rent,11135600,Expense
2024-09-05,Pass quite third ability interview.,Other,33960000,Income
2024-09-05,Express net.,Other,23407500,Income
2024-09-06,Plan service health pending bonus.,Rent,12849600,Expense
2024-09-06,Guess service this different.,Entertainment,10030100,Expense
2024-09-06,Purchase renewal loan.,Health & Fitness,8970400,Expense
2024-09-06,Delivery plan express savings financial.,Rent,15550100,Expense
2024-09-06,Travel booking.,Rent,7193700,Expense
2024-09-06,Hospital direct mortgage fee.,Rent,18324200,Expense
2024-09-06,Monthly monthly flight delivery bonus contract weekly.,Rent,11104000,Expense
2024-09-06,Parking charge client charge contract food.,Salary,10302100,Income
2024-09-07,Economy renewal.,Travel,10939200,Expense
2024-09-07,Mother first hot free.,Investment,26740000,Income
2024-09-08,Wrong difficult.,Entertainment,16715300,Expense
2024-09-08,Restaurant priority renewal deposit savings internet.,Investment,11391200,Income
2024-09-08,Parking fuel.,Salary,10614300,Income
2024-09-08,Salary vendor.,Shopping,12015900,Expense
2024-09-08,Travel bill personal maintenance.,Health & Fitness,9282000,Expense
2024-09-08,Transfer booking.,Rent,3631600,Expense
2024-09-08,Electricity system service digital service hospital.,Food & Drink,15779500,Expense
2024-09-08,Renewal renewal digital water.,Food & Drink,14127100,Expense
2024-09-08,Interest investment.,Salary,2653800,Income
2024-09-09,Service business annual package plan internet platform.,Travel,9339000,Expense
2024-09-09,Mortgage regular project household client taxi market.,Entertainment,9021100,Expense
2024-09-09,Express grocery invoice renewal daily vendor.,Health & Fitness,6859600,Expense
2024-09-10,Investment annual business personal loan.,Shopping,1859000,Expense
2024-09-10,Restaurant loan personal equipment insurance tools.,Food & Drink,16194000,Expense
2024-09-10,Utility regular project project.,Shopping,7747800,Expense
2024-09-10,Interest project internet.,Investment,28640000,Income
2024-09-10,Gross deposit platform subscription.,Entertainment,13243100,Expense
2024-09-10,Online water.,Salary,10325400,Income
2024-09-10,Online contract debit pharmacy entertainment market.,Shopping,17473000,Expense
2024-09-10,Flight bill express bill electricity.,Rent,9417400,Expense
2024-09-10,True culture.,Health & Fitness,3204300,Expense
2024-09-11,Client express.,Travel,8420000,Expense
2024-09-11,Credit train.,Food & Drink,6024800,Expense
2024-09-11,Bill order freelance hospital financial express.,Health & Fitness,3782400,Expense
2024-09-11,Vendor direct taxi management savings adjustment internet.,Other,31334300,Income
2024-09-11,Material support processed clinic.,Health & Fitness,6159100,Expense
2024-09-12,Hospital economy annual bus maintenance.,Entertainment,7464100,Expense
2024-09-12,Platform software pending salary payment plan deposit.,Rent,1730100,Expense
2024-09-13,Plan balance deposit reward express vendor.,Food & Drink,5143600,Expense
2024-09-13,As personal agreement.,Investment,45350000,Income
2024-09-13,Pending balance.,Rent,7840900,Expense
2024-09-13,Electricity digital purchase internet food advance.,Shopping,16262200,Expense
2024-09-14,Transfer advance mall savings freelance flight regular.,Investment,26137100,Income
2024-09-14,Taxi personal market gym transfer investment.,Investment,43158600,Income
2024-09-14,Client support interest bill.,Food & Drink,2414100,Expense
2024-09-14,Shop phone app parking tax.,Shopping,16926100,Expense
2024-09-14,Processed debit annual flight net water automatic.,Other,40783300,Income
2024-09-14,Water total market annual hardware phone management.,Health & Fitness,3244800,Expense
2024-09-15,Insurance savings train.,Rent,13983300,Expense
2024-09-15,Savings gross internet direct.,Other,23139900,Income
2024-09-15,Credit platform equipment.,Entertainment,8672500,Expense
2024-09-15,Budget maintenance.,Entertainment,7217400,Expense
2024-09-15,Shop plan shop discount.,Entertainment,9233800,Expense
2024-09-15,Plan salary insurance.,Food & Drink,8973000,Expense
2024-09-15,Or phone.,Food & Drink,16975400,Expense
2024-09-16,Debit restaurant train account management.,Food & Drink,19584700,Expense
2024-09-16,Software discount savings balance app standard.,Health & Fitness,9096600,Expense
2024-09-16,East list when.,Health & Fitness,9897600,Expense
2024-09-16,Household salary budget subscription bill.,Investment,46096300,Income
2024-09-16,Platform network taxi train online vendor.,Shopping,3106200,Expense
2024-09-16,Fuel clinic budget network investment.,Entertainment,9365700,Expense
2024-09-17,Mind door authority outside.,Travel,9867000,Expense
2024-09-17,Balance train taxi.,Entertainment,11999100,Expense
2024-09-17,Pending invoice loan bill order maintenance.,Travel,19568200,Expense
2024-09-17,Bus order salary standard premium.,Entertainment,10914800,Expense
2024-09-17,Personal often.,Travel,8017800,Expense
2024-09-17,True help.,Utilities,1177500,Expense
2024-09-17,Daily renewal phone.,Food & Drink,4808900,Expense
2024-09-17,Digital personal economy mortgage clinic.,Salary,7509400,Income
2024-09-17,Standard bonus premium.,Utilities,9447900,Expense
2024-09-18,Monthly invoice processed.,Rent,3048300,Expense
2024-09-18,Automatic equipment material total bill.,Entertainment,13965400,Expense
2024-09-18,Bus adjustment insurance internet.,Health & Fitness,18722600,Expense
2024-09-18,Artist sort area.,Salary,18799100,Income
2024-09-18,Food grocery delivery digital gym online monthly.,Health & Fitness,8540100,Expense
2024-09-19,Processed entertainment personal mortgage purchase credit.,Salary,7746000,Income
2024-09-19,Fuel booking.,Utilities,6418400,Expense
2024-09-19,Electricity total hotel credit.,Salary,7919700,Income
2024-09-19,Balance debit order automatic business taxi.,Shopping,9977300,Expense
2024-09-19,Project household platform personal.,Utilities,7094300,Expense
2024-09-19,Invoice fuel pending mortgage delivery deal.,Utilities,6213900,Expense
2024-09-19,Parking material financial clinic maintenance.,Investment,21941200,Income
2024-09-19,Mortgage transfer budget restaurant.,Salary,13716500,Income
2024-09-19,Tools platform train.,Other,44556200,Income
2024-09-20,Food payment transfer hardware weekly.,Other,18347500,Income
2024-09-20,Digital standard savings grocery.,Rent,12772400,Expense
2024-09-20,Credit transfer fee order.,Utilities,14409800,Expense
2024-09-20,Priority water.,Rent,11031500,Expense
2024-09-21,Reward priority phone restaurant insurance grocery grocery.,Salary,5668200,Income
2024-09-21,Big argue.,Other,37250000,Income
2024-09-21,Balance freelance debit health express invoice adjustment.,Travel,9837500,Expense
2024-09-21,Client vendor.,Entertainment,9156000,Expense
2024-09-21,Credit daily freelance savings internet.,Health & Fitness,9490600,Expense
2024-09-22,Store fee monthly standard booking bonus.,Salary,8368100,Income
2024-09-22,System processed service delivery adjustment special pharmacy.,Food & Drink,13477200,Expense
2024-09-22,Booking express digital debit booking.,Travel,10202300,Expense
2024-09-22,Gross payment financial insurance train support delivery.,Utilities,4393800,Expense
2024-09-22,Sure i pay.,Utilities,9198200,Expense
2024-09-22,Personal utility gym express.,Other,40917900,Income
2024-09-23,Ten skin perhaps.,Other,30850000,Income
2024-09-23,Fuel subscription store bus bonus system.,Investment,44119700,Income
2024-09-24,Mortgage phone personal store vendor household shop.,Travel,19503200,Expense
2024-09-24,Less into per big.,Food & Drink,13514700,Expense
2024-09-24,Renewal travel software pending hardware.,Travel,10740500,Expense
2024-09-24,Package vendor discount.,Rent,9110000,Expense
2024-09-24,Service account grocery gross.,Shopping,10550900,Expense
2024-09-24,Mall project credit renewal parking special investment.,Investment,28087100,Income
2024-09-25,Renewal parking train balance payment gross.,Entertainment,12784400,Expense
2024-09-25,Shop pending material.,Entertainment,14460700,Expense
2024-09-25,Mortgage investment grocery invoice adjustment bonus.,Travel,3277300,Expense
2024-09-25,Fee debit maintenance credit.,Other,34439800,Income
2024-09-25,Service freelance app transfer utility tax.,Food & Drink,10980800,Expense
2024-09-25,Interest reward regular electricity pending bus.,Shopping,9796300,Expense
2024-09-25,Household payment investment.,Investment,28242900,Income
2024-09-25,Military onto blue activity.,Rent,6576200,Expense
2024-09-26,Gross credit charge travel.,Entertainment,15653900,Expense
2024-09-26,Credit entertainment pharmacy food hardware payment.,Travel,14729900,Expense
2024-09-26,Taxi bus.,Salary,19232200,Income
2024-09-26,Smile cover of pm eight.,Travel,3824300,Expense
2024-09-26,Electricity investment material.,Utilities,6296200,Expense
2024-09-26,Food debit shop priority renewal restaurant digital.,Shopping,3173600,Expense
2024-09-26,Net health store platform purchase package.,Entertainment,13060900,Expense
2024-09-26,Right know during someone.,Travel,9479800,Expense
2024-09-27,Find job where.,Health & Fitness,3759900,Expense
2024-09-27,On must certainly.,Shopping,14044200,Expense
2024-09-27,Fuel charge flight.,Utilities,9532000,Expense
2024-09-28,Electricity processed tax invoice credit support.,Travel,12665900,Expense
2024-09-28,Order train.,Shopping,15632500,Expense
2024-09-28,Market weekly transfer.,Rent,8828100,Expense
2024-09-28,Special material.,Entertainment,11161300,Expense
2024-09-29,Shop contract monthly maintenance transfer.,Rent,3207800,Expense
2024-09-29,Economy automatic material package standard bonus.,Travel,12078500,Expense
2024-09-29,Plan processed.,Entertainment,11844900,Expense
2024-09-30,Fuel debit priority service booking.,Salary,8841000,Income
2024-09-30,Loan restaurant.,Shopping,4603000,Expense
2024-09-30,Savings express.,Entertainment,7659100,Expense
2024-09-30,Advance express.,Entertainment,8875100,Expense
2024-09-30,Charge account daily booking online app direct.,Entertainment,5906800,Expense
2024-09-30,Weekly utility market.,Salary,10457600,Income
2024-10-01,Tax phone plan store financial.,Travel,5036800,Expense
2024-10-01,Market personal equipment loan.,Rent,8539500,Expense
2024-10-01,Net processed financial system.,Health & Fitness,5853700,Expense
2024-10-01,Discount charge total tax material.,Shopping,12542300,Expense
2024-10-01,Travel priority online advance support.,Entertainment,3987600,Expense
2024-10-01,Owner fact wife.,Shopping,5664600,Expense
2024-10-01,Payment plan maintenance market.,Other,14197300,Income
2024-10-01,Network digital purchase grocery.,Rent,9313800,Expense
2024-10-01,Price certain down standard nice.,Investment,23720000,Income
2024-10-01,Store tools travel parking business shop maintenance.,Investment,43449700,Income
2024-10-02,Country little reality level.,Shopping,4001700,Expense
2024-10-02,Order total gym deposit monthly.,Health & Fitness,11565500,Expense
2024-10-02,Gas with policy cut.,Travel,16101300,Expense
2024-10-02,Restaurant advance.,Entertainment,18721700,Expense
2024-10-02,Gross pending payment mortgage tools interest.,Health & Fitness,17206600,Expense
2024-10-02,Deal premium tools package priority investment equipment.,Salary,13517500,Income
2024-10-02,Management charge transfer restaurant hardware.,Other,26477000,Income
2024-10-03,Order direct water.,Rent,6377500,Expense
2024-10-03,Pending water water.,Utilities,4338100,Expense
2024-10-03,Network internet market total market gym system.,Health & Fitness,18844000,Expense
2024-10-03,Parking business.,Food & Drink,10489300,Expense
2024-10-03,Hospital fee software premium.,Food & Drink,7196300,Expense
2024-10-03,Special payment priority project grocery fuel travel.,Food & Drink,10525500,Expense
2024-10-03,Not friend federal forget bit.,Utilities,9512400,Expense
2024-10-04,Booking deposit regular gross internet loan.,Entertainment,12861700,Expense
2024-10-04,Lose shoulder spring.,Other,44860000,Income
2024-10-04,Detail about development discover.,Other,45920000,Income
2024-10-04,Equipment delivery loan advance internet fee tax.,Salary,4634600,Income
2024-10-04,Debit annual equipment hotel renewal.,Travel,7515300,Expense
2024-10-04,Support reward standard.,Food & Drink,16679000,Expense
2024-10-05,Network savings net gym internet.,Rent,11156400,Expense
2024-10-05,Plan internet tax bus advance subscription shop.,Investment,31500700,Income
2024-10-05,Booking utility subscription bill premium.,Entertainment,7556500,Expense
2024-10-05,Parking support online annual advance.,Shopping,4302700,Expense
2024-10-06,Maintenance deal discount order.,Utilities,7424800,Expense
2024-10-06,Gym store hotel utility economy.,Rent,1215800,Expense
2024-10-07,Booking digital.,Entertainment,4845100,Expense
2024-10-07,Payment digital credit health.,Rent,8653000,Expense
2024-10-07,Hundred step according.,Food & Drink,8028200,Expense
2024-10-07,Water premium plan annual clinic gross health.,Rent,4837300,Expense
2024-10-07,Bonus store express direct processed special.,Health & Fitness,13572200,Expense
2024-10-08,Grocery network account.,Shopping,10827800,Expense
2024-10-08,Vendor savings charge parking.,Health & Fitness,6811000,Expense
2024-10-08,Tax premium mall credit.,Travel,11067500,Expense
2024-10-08,Salary bus monthly deal contract vendor budget.,Food & Drink,18877800,Expense
